Symbol,Price,Market Cap (Cr),Score (%),Penny_stock,market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s),Error
20MICRONS.NS,220.68,781.108224,69.52380952380952,False,7811082240.0,220.68,17.68,0.21735916109470987,0.14787,0.09020001,0.11436,0.067779996,0.47194,35.637,8.302805520968553,1.782,0.924,69552752.0,,9116589000.0,0.14241931525942464,623763000.0,0.21723828183511973,1.5253428331642251,12.4819,0.5742523083515796,1.7145654,7.56,0.607,0.57,1123533.0,45.04,0.0,"[2307829000.0, 2471649000.0, 2262789000.0, 2146504000.0, 2401794000.0]","[173950000.0, 168575000.0, 152202000.0, 128887000.0, 164091000.0]","[4.92, 4.78, 3.65, 4.65, 5.06]","[0.07098446202036635, -0.08450228976687224, -0.051390120775732906, 0.11893292535210742]","[-0.030899683817188883, -0.09712590834939938, -0.15318458364541854, 0.2731384856502208]","[-0.028455284552845517, -0.2364016736401674, 0.27397260273972623, 0.08817204301075243]","[0.3589990049646288, 0.38388471501323584, 0.34246682818688556, 0.3452430162936385]",[],"[6.276606753200009, 5.8693337875529625, 8.221046528482388, 4.20675482827514, 6.079068928997949]",5.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,
21STCENMGM.NS,51.69,54.274496,50.476190476190474,True,542744960.0,51.69,-19.14,-0.05582865418903771,-0.28151,-0.13921,1.09396,0.0,0.0,,442.46380090497735,7.873,5.25,186043120.0,,163247000.0,0.17847256385642019,123377000.0,-0.05581925802362786,-0.3127610026857351,,,1.1434323,-3.123,0.605,4.15,9193.0,64.43,0.0,"[-72087000.0, 33286000.0, -1040899000.0, -21813000.0, 140143000.0]","[-78860000.0, 23148000.0, -108059000.0, -37157000.0, 24136000.0]","[-7.51, 2.2, -3.54, 2.3, 23.28]","[-1.4617476105261697, -32.27137535300126, -0.9790440763224866, -7.424746710677119]","[-1.2935328430129343, -5.668178676343529, -0.6561415523001324, -1.6495680490890008]","[-1.292942743009321, -2.609090909090909, -1.6497175141242937, 9.121739130434785]",[0.0],[],[-201.75113122171945],5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,3.0,
360ONE.NS,1170.6,47440.9467904,45.714285714285715,False,474409467904.0,1170.6,27.6,0.18403360542715985,0.16991,0.07476,0.60828996,0.28559,0.72323,147.235,2.5331253984154447,3.157,0.643,-21868011520.0,,26353100000.0,0.2080874415970475,10153000000.0,0.20675928684243883,0.9936173238307163,42.41304,2.3046356072607077,5.0644407,23.922,0.308,1.02,734229.0,6.26,-0.009999999999999787,"[6627800000.0, 7211200000.0, 5864000000.0, 7205800000.0, 6072200000.0]","[2846700000.0, 2496000000.0, 2764700000.0, 2454900000.0, 2437400000.0]","[7.16, 7.26, 6.75, 6.76]","[0.08802317511089663, -0.18682050144220097, 0.2288199181446111, -0.15731771628410451]","[-0.12319527874380864, 0.10765224358974357, -0.11205555756501606, -0.007128599942971214]","[0.013966480446927276, -0.07024793388429751, 0.001481481481481417]","[1.5606486324279412, 2.7530180597419744, 2.710693300635122]",[],"[2.6355998949855604, 2.5466469522083375, 2.6146161461614614, 2.3737138921176117, 2.6081844057673464]",4.0,3.0,3.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
3IINFOLTD.NS,16.67,346.2994688,49.523809523809526,False,3462994688.0,16.67,3.94,,0.23164,-0.017,-0.05867,0.09835,0.09585,10.763,2.692419825072886,1.327,0.869,54400000.0,,7257600000.0,0.02344847129609695,253500000.0,,,4.2309647,,0.91332453,-14.84,0.024,,321335.0,,,"[1748900000.0, 1705500000.0, 1870000000.0, 1814100000.0, 1776000000.0]","[184300000.0, 76200000.0, -24100000.0, 406000000.0, -100000000.0]","[1.03, 0.426306, 2.264158, -0.57, -0.49262]","[-0.024815598376122128, 0.09645265318088536, -0.02989304812834226, -0.021002149826360172]","[-0.5865436787845903, -1.3162729658792651, -17.846473029045644, -1.2463054187192117]","[-0.5861106796116504, 4.311109860053577, -1.251749215381612, -0.13575438596491218]","[0.10652826260028171, 0.20695385818561002, 0.2758042656394893, 0.28789531079607417]",[],"[49.15384615384615, 9.962962962962964, -27.419753086419753, 26.993788819875775, -1.8983050847457628]",5.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,3.0,
3MINDIA.NS,34315.0,38656.0884736,53.333333333333336,False,386560884736.0,34315.0,490.97,0.20516382218890206,0.33832002,0.19186,0.19014,0.11665,0.41501,6.416,72.59647482480582,2.281,1.525,5096061952.0,,44428602000.0,0.10044498901364585,4760674000.0,0.20517069205092286,2.0426174970565194,69.89226,3.4066561664876547,24.003687,43.67,-0.085,0.46,2589.0,75.0,0.0,"[11959687000.0, 11955366000.0, 10899496000.0, 11108030000.0, 10465710000.0]","[1776864000.0, 713711000.0, 1137660000.0, 1337808000.0, 1571495000.0]","[157.73, 100.99, 118.76, 139.5]","[-0.00036129708076804157, -0.08831766421872822, 0.01913244428916716, -0.057824834826697424]","[-0.5983311046878095, 0.5940065376602015, 0.1759295395812457, 0.17467902718476802]","[-0.35972865022506817, 0.17595801564511349, 0.17463792522734933]","[0.05390493750625847, 0.06174061539595864, 0.00846698551970247]",[],"[112.6506855703759, 239.10698805370546, 56.229509371752144, 42.629919290667274, 80.08423301844354]",4.0,0.0,5.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,
5PAISA.NS,339.0,1061.0294784,54.285714285714285,False,10610294784.0,339.0,15.14,0.6668737972326086,0.07865,0.02546,0.18379,0.16217,0.99968004,46.389,6.0090055460985115,6.992,6.932,,,2291570000.0,0.01994766732031983,682340000.0,0.7062664431527712,35.40596661311511,22.391016,0.335760920475781,1.6881208,,0.14,,275776.0,32.74,-0.00999999999999801,"[443536000.0, 426760000.0, 540533000.0, 656856000.0, 667421000.0]","[115485000.0, 100673000.0, 161774000.0, 219011000.0, 200880000.0]","[3.7, 5.18, 7.02, 6.43]","[-0.037823310847372005, 0.26659715062330114, 0.21520055204770117, 0.01608419501382352]","[-0.1282590812659653, 0.6069253921110924, 0.3538083993719634, -0.08278579614722548]","[0.3999999999999999, 0.35521235521235517, -0.08404558404558404]","[0.3601737453656306, 0.29296534612717035, 0.6229407689771544]",[],"[3.1287105592109783, 33.16920345002537, 4.981393200295639, 5.8614004245721105, 4.75367133843319]",5.0,5.0,5.0,0.0,0.0,3.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,3.0,5.0,3.0,0.0,5.0,3.0,0.0,
63MOONS.NS,725.65,3343.8887936,36.19047619047619,False,33438887936.0,725.65,-7.02,-0.14550623947312058,-0.01773,-0.04561,-4.61615,-0.36594,-0.7051,0.148,-81.76913875598086,9.924,8.641,-1200462080.0,,468204000.0,-0.33577101147892274,-331704000.0,-0.1455524162850491,0.43348714245448144,,,0.9576226,-4.632,0.401,0.16,84254.0,45.63,0.0,"[303264000.0, 137252000.0, 117466000.0, 97722000.0, 115764000.0]","[30101000.0, 203495000.0, -199112000.0, -188999000.0, -111175000.0]","[12.21, -3.62, -4.1, -1.86]","[-0.5474174316766909, -0.14415819077317638, -0.16808267924335552, 0.18462577515810152]","[5.760406631008936, -1.9784613872576722, -0.0507905098637953, -0.4117693744411346]","[-1.2964782964782966, 0.1325966850828728, -0.5463414634146341]","[0.0008341300476107256, 0.002052702619134384, 0.0015448263121224906]",[],"[7.388759869948909, 66.7671176711767, -203.42223837209303, -185.6751430387794, -105.95461538461538]",5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0,
A2ZINFRA.NS,17.35,306.4746752,20.0,False,3064746752.0,17.35,0.14,,-0.018609999,0.01581,0.04593,0.00711,0.13999,353.886,2.4173654047034243,0.793,0.236,-219231248.0,,3362675000.0,-0.01635850207749956,89731000.0,,,123.92857,,6.442629,19.154,0.197,,223748.0,28.15,0.0,"[947155000.0, 905113000.0, 906559000.0, 845590000.0, 784096000.0]","[-17333000.0, 7488000.0, 40127000.0, -4649000.0, 54079000.0]","[-0.1, 0.04, -0.03, 0.31, 0.0]","[-0.04438766622147383, 0.0015975905770881926, -0.06725320690655545, -0.07272318736030459]","[-1.432008307852074, 4.358840811965812, -1.1158571535375184, -12.632394063239406]","[-1.4, -1.75, -11.333333333333334, -1.0]","[2.0663286669759966, 2.0285723774520656, 2.8306110936014344, 6.151462887863391]",[],"[0.4855211200191456, 2.0761806273698724, 6.289780546099805, 0.2966020240854865, 2.5125375053579084]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,
AAATECH.NS,96.84,124.2147328,42.857142857142854,True,1242147328.0,96.84,2.74,0.14611023691530445,0.11717,0.05815,0.14103,0.11853,0.65985,,,9.664,9.407,32173750.0,,254555000.0,0.20908535972260478,35103000.0,0.14500788452667868,0.6935343761947838,35.343063,2.4189313319974475,4.0344954,29.05,0.243,1.61,18230.0,63.93,-7.580000000000005,"[42443000.0, 105737000.0, 69374000.0, 43726000.0, 35718000.0]","[8149000.0, 9976000.0, 5535000.0, 11499000.0, 8093000.0]","[0.64, 0.43, 0.9, 0.63]","[1.491270645336098, -0.3439004322044318, -0.3697062299997117, -0.18314046562685815]","[0.2241992882562278, -0.445168404170008, 1.0775067750677505, -0.29619966953648147]","[-0.328125, 1.0930232558139537, -0.30000000000000004]","[0.0, 0.0, 0.0]",[],[],5.0,5.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
AADHARHFC.NS,477.15,20698.5904128,61.904761904761905,False,206985904128.0,477.15,22.36,0.2713022436198125,0.15477,0.0428,0.62948,0.48246,0.98103,255.35,2.0131079027355625,45.2,44.51,,,28351700000.0,0.207122913505579,9118300000.0,0.27028185319869547,1.3049345850931904,21.339445,0.7865561565316018,2.9937882,,,,253279.0,75.32,-0.18000000000000682,"[8489500000.0, 8108800000.0, 6936200000.0, 7499700000.0, 7159500000.0]","[2664700000.0, 2372800000.0, 2448400000.0, 2393400000.0, 2275100000.0]","[6.16, 5.5, 5.56, 5.31, 4.86]","[-0.04484363036692385, -0.1446083267561168, 0.08124044866064994, -0.04536181447257892]","[-0.10954328817502912, 0.03186109238031021, -0.02246364973043624, -0.049427592546168575]","[-0.1071428571428572, 0.010909090909090757, -0.04496402877697847, -0.08474576271186429]","[2.544817143039484, 2.5613837411668334, 2.4775953939133855, 3.136904320467442]",[],[0.9026579704046567],4.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,
