Symbol,Price,Market Cap (Cr),Score (%),Penny_stock,market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s),Error
20MICRONS.NS,174.96,617.3727232,61.904761904761905,False,6173727232.0,174.96,18.28,0.21735916109470987,,,0.10623,0.07001,0.47129002,35.637,8.302805520968553,,,,,9116589000.0,0.14241931525942464,623763000.0,0.21723828183511973,1.5253428331642251,9.571116,0.4403364436905228,1.3593456,6.183,0.733,0.7,188600.0,45.04,0.0,"[2148214000.0, 2307829000.0, 2471649000.0, 2262789000.0, 2146504000.0]","[149561000.0, 173950000.0, 168575000.0, 152202000.0, 128887000.0]","[4.24, 4.92, 4.78, 3.65, 4.65]","[0.07430125676492194, 0.07098446202036635, -0.08450228976687224, -0.051390120775732906]","[0.1630705865834008, -0.030899683817188883, -0.09712590834939938, -0.15318458364541854]","[0.1603773584905659, -0.028455284552845517, -0.2364016736401674, 0.27397260273972623]","[0.3589990049646288, 0.38388471501323584, 0.34246682818688556]",[],"[5.886965476657513, 6.276606753200009, 5.8693337875529625, 8.221046528482388, 4.20675482827514]",5.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,
21STCENMGM.NS,31.61,33.1904992,40.95238095238095,True,331904992.0,31.61,-21.38,-0.05582865418903771,,,1.66225,0.0,0.0,,442.46380090497735,,,,,163247000.0,0.17847256385642019,123377000.0,-0.05581925802362786,-0.3127610026857351,,,0.6992435,-1.629,0.624,,3865.0,64.43,0.0,"[-33726000.0, -72087000.0, 33286000.0, -1040899000.0, -21813000.0]","[-56061000.0, -78860000.0, 23148000.0, -108059000.0, -32598000.0]","[-5.34, -7.51, 2.2, -3.1, 2.3]","[1.1374310620885963, -1.4617476105261697, -32.27137535300126, -0.9790440763224866]","[0.4066820070994095, -1.2935328430129343, -5.668178676343529, -0.698331467068916]","[0.40636704119850187, -1.292942743009321, -2.409090909090909, -1.7419354838709675]",[],[],[-201.75113122171945],5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,3.0,
360ONE.NS,1111.8,45171.9069696,48.57142857142857,False,451719069696.0,1111.8,29.24,0.18403360542715985,0.14392,0.07098,0.57660997,0.27163,0.72758,161.977,2.4463604343997654,13.022,2.515,14332699648.0,,31381300000.0,0.23968855960451596,12161700000.0,0.22726457606551742,0.9481661387614911,38.02326,2.066104172210522,4.5841184,21.095,0.389,1.63,647408.0,6.24,-0.009999999999999787,"[8106800000.0, 8071300000.0, 6627800000.0, 7211200000.0, 5864000000.0]","[2887400000.0, 3272800000.0, 2846700000.0, 2496000000.0, 2764700000.0]","[7.12, 8.08, 7.16, 6.38, 7.26]","[-0.004379039818424024, -0.17884355680001984, 0.08802317511089663, -0.18682050144220097]","[0.1334764840340792, -0.1301943290149108, -0.12319527874380864, 0.10765224358974357]","[0.1348314606741572, -0.11386138613861385, -0.1089385474860336, 0.13793103448275867]","[1.6063799177473552, 1.5606486324279412, 2.7530180597419744]",[],"[2.1628026294692964, 2.442931477226652, 2.6355998949855604, 2.486113657195234, 2.6146161461614614]",4.0,3.0,3.0,3.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
3IINFOLTD.NS,17.62,365.4454528,48.57142857142857,False,3654454528.0,17.62,1.82,-0.6668662318285834,0.10256,0.05322,0.03798,0.045250002,0.18827999,16.298,12.200992555831265,1.131,0.754,745137472.0,,6933600000.0,-0.01661878125901739,354600000.0,1.9580537058765808,-117.82173887234578,9.681319,,0.96537364,4.941,,,539640.0,,,"[1757800000.0, 1721400000.0, 1748900000.0, 1705500000.0, 1870000000.0]","[72700000.0, 21400000.0, 184300000.0, 76200000.0, 269000000.0]","[0.34, 0.1, 1.03, 0.426306, 1.53]","[-0.020707702810331075, 0.015975368885790653, -0.024815598376122128, 0.09645265318088536]","[-0.7056396148555708, 7.61214953271028, -0.5865436787845903, 2.5301837270341205]","[-0.7058823529411764, 9.299999999999999, -0.5861106796116504, 2.5889713023039786]","[0.16152473896846634, 0.10652826260028171, 0.20695385818561002, 0.2758042656394893]",[],"[5.604477611940299, 3.231707317073171, 49.15384615384615, 9.962962962962964, 5.084415584415584]",5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,3.0,
3MINDIA.NS,32200.0,36273.5239168,34.285714285714285,False,362735239168.0,32200.0,336.31,0.20516382218890206,,,0.17493999,0.07739,0.42343,6.416,72.59647482480582,,,,,44428602000.0,0.10044498901364585,4760674000.0,0.20517069205092286,2.0426174970565194,95.744995,4.666758202225536,22.524223,37.787,0.297,0.51,2296.0,75.0,0.0,"[12280530000.0, 11959687000.0, 11955366000.0, 10899496000.0, 11108030000.0]","[-620539000.0, 1776864000.0, 713711000.0, 1137660000.0, 1337808000.0]","[-55.09, 157.73, 100.99, 118.76]","[-0.026126152535761893, -0.00036129708076804157, -0.08831766421872822, 0.01913244428916716]","[-3.8634203490836194, -0.5983311046878095, 0.5940065376602015, 0.1759295395812457]","[-3.8631330550009073, -0.35972865022506817, 0.17595801564511349]","[0.05390493750625847, 0.06174061539595864]",[],"[4.268574247094009, 112.6506855703759, 239.10698805370546, 56.229509371752144, 42.629919290667274]",4.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,
5PAISA.NS,318.65,1493.8075136,51.42857142857142,False,14938075136.0,318.65,13.88,0.6668737972326086,,,0.23244,0.15349,0.99967,46.389,6.0090055460985115,,,,,2291570000.0,0.01994766732031983,682340000.0,0.7062664431527712,35.40596661311511,22.957493,0.3442554362649868,1.5867838,,0.377,,41397.0,36.5,3.740000000000002,"[445514000.0, 443536000.0, 426760000.0, 540533000.0, 656856000.0]","[122996000.0, 115485000.0, 100673000.0, 161774000.0, 219011000.0]","[3.94, 3.7, 5.18, 7.02]","[-0.0044398155837975795, -0.037823310847372005, 0.26659715062330114, 0.21520055204770117]","[-0.06106702656996976, -0.1282590812659653, 0.6069253921110924, 0.3538083993719634]","[-0.060913705583756306, 0.3999999999999999, 0.35521235521235517]","[0.3601737453656306, 0.29296534612717035]",[],"[3.0130654490106545, 3.1287105592109783, 33.16920345002537, 4.981393200295639, 5.8614004245721105]",5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,3.0,0.0,0.0,3.0,5.0,
63MOONS.NS,682.7,3145.7816576,43.80952380952381,False,31457816576.0,682.7,-4.89,0.11218038935638042,-0.0152,-0.021710001,-0.3843,-0.05687,0.48022997,0.149,-25.214728295705434,11.277,9.925,-1652425344.0,,2106298000.0,-0.10077535593197451,-224337000.0,0.11214044173807292,-1.1127764392493942,,,0.8861217,-13.102,,0.17,123035.0,45.63,0.0,"[1332411000.0, 266402000.0, 303264000.0, 135429000.0, 117466000.0]","[224976000.0, -197468000.0, 30101000.0, 109955000.0, -166791000.0]","[4.88, -4.29, 12.21, 2.39, -3.62]","[-0.8000601916375653, 0.138369832058318, -0.5534286957898069, -0.13263776591424292]","[-1.8777291800014224, -1.152434824883019, 2.652868675459287, -2.5169023691510164]","[-1.8790983606557377, -3.8461538461538463, -0.8042588042588042, -2.514644351464435]","[0.0015265915283996082, 0.0008341300476107256, 0.002052702619134384]",[],"[105.33539987600744, -90.85773074661964, 7.388759869948909, 66.7671176711767, -203.42223837209303]",5.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,
A2ZINFRA.NS,15.05,267.1711488,20.0,False,2671711488.0,15.05,0.14,,,,-0.01511,0.00619,0.15529999,353.886,2.4173654047034243,,,,,3362675000.0,-0.01635850207749956,89731000.0,,,107.5,,5.588563,15.041,0.205,,238521.0,28.15,0.0,"[1089682000.0, 947155000.0, 905113000.0, 906559000.0, 845590000.0]","[-6449000.0, -17333000.0, 7488000.0, 40127000.0, -4649000.0]","[-0.04, -0.1, 0.04, -0.03, 0.31]","[-0.13079687468454104, -0.04438766622147383, 0.0015975905770881926, -0.06725320690655545]","[1.6877035199255697, -1.432008307852074, 4.358840811965812, -1.1158571535375184]","[1.5, -1.4, -1.75, -11.333333333333334]","[2.0663286669759966, 2.0285723774520656, 2.8306110936014344]",[],"[1.0866915172274834, 0.4855211200191456, 2.0761806273698724, 6.289780546099805, 0.2966020240854865]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,
AAATECH.NS,92.18,118.23744,31.428571428571427,False,1182374400.0,92.18,2.46,0.14611023691530445,,,0.11416,0.12382,0.64761,,,,,,,254555000.0,0.20908535972260478,35103000.0,0.14500788452667868,0.6935343761947838,37.471542,2.5646075724126765,3.8403533,26.817,0.383,1.6,23022.0,34.38,0.0,"[47861000.0, 42443000.0, 105737000.0, 69374000.0, 43726000.0]","[4444000.0, 8149000.0, 9976000.0, 5535000.0, 11499000.0]","[0.35, 0.64, 0.43, 0.9]","[-0.11320281648941732, 1.491270645336098, -0.3439004322044318, -0.3697062299997117]","[0.8337083708370836, 0.2241992882562278, -0.445168404170008, 1.0775067750677505]","[0.8285714285714287, -0.328125, 1.0930232558139537]","[0.0, 0.0]",[],[],5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,
AADHARHFC.NS,474.7,20682.8552192,59.04761904761905,False,206828552192.0,474.7,24.75,0.25605387446165606,0.15753001,0.0433,0.62323004,0.48599997,1.0,248.556,1.0855726720088423,24.997,24.594,,,34546500000.0,0.22462837137853486,10958800000.0,0.26236786325380157,1.1680085718632114,19.179798,0.7490532232845462,2.733581,,0.497,,323801.0,64.9,-10.289999999999992,"[9105600000.0, 8842600000.0, 8489500000.0, 8108800000.0, 7767900000.0]","[3109200000.0, 2812100000.0, 2664700000.0, 2372800000.0, 2448400000.0]","[7.16, 6.49, 6.16, 5.5, 5.68]","[-0.028883324547531175, -0.0399316942980571, -0.04484363036692385, -0.042040745856353645]","[-0.09555512672069988, -0.05241634365776471, -0.10954328817502912, 0.03186109238031021]","[-0.09357541899441335, -0.05084745762711862, -0.1071428571428572, 0.032727272727272716]","[2.4776120590540374, 2.544817143039484, 2.5613837411668334, 2.4775953939133855]",[],[],4.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,
