Symbol,Price,Market Cap (Cr),Score (%),Penny_stock,market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s),Error
20MICRONS.NS,184.13,649.7304064,58.0952380952381,False,6497304064.0,184.13,19.21,0.1691956963432637,,,0.11048,0.07119,0.47230998,32.043,9.175310043982984,,,,,9516757000.0,0.10740720240790647,668256000.0,0.16911184756469755,1.574492620359404,9.585113,0.5665104495656764,1.3434753,6.115,0.717,0.67,182232.0,45.04,0.0,"[2447203000.0, 2610633000.0, 2148214000.0, 2307829000.0, 2471649000.0]","[177791000.0, 176170000.0, 149561000.0, 173950000.0, 168575000.0]","[5.04, 4.99, 4.24, 4.92, 4.78]","[0.0667823633756579, -0.17712907176152293, 0.07430125676492194, 0.07098446202036635]","[-0.009117446889887582, -0.1510416075381733, 0.1630705865834008, -0.030899683817188883]","[-0.009920634920634885, -0.15030060120240485, 0.1603773584905659, -0.028455284552845517]","[0.32257624286886993, 0.3589990049646288, 0.38388471501323584]",[],"[7.185416400153511, 7.235603162458556, 5.886965476657513, 6.276606753200009, 5.8693337875529625]",5.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,
21STCENMGM.NS,42.36,44.478,46.666666666666664,True,444780000.0,42.36,-22.9,-0.05582865418903771,-0.57208,-0.30996,1.32882,0.0,0.0,,,2.928,1.523,13173875.0,,-197444000.0,0.13452442629825456,-240474000.0,0.10007241153850299,0.7438977016458863,,,1.3454881,-1.71,0.504,,11946.0,64.43,0.0,"[-96252000.0, -33726000.0, -72087000.0, 33286000.0, -75329000.0]","[-128701000.0, -56061000.0, -78860000.0, 23148000.0, -108059000.0]","[-12.26, -5.34, -7.51, 2.2, -10.29]","[-0.6496072808876698, 1.1374310620885963, -1.4617476105261697, -3.2630835786817283]","[-0.5644089789512126, 0.4066820070994095, -1.2935328430129343, -5.668178676343529]","[-0.564437194127243, 0.40636704119850187, -1.292942743009321, -5.677272727272727]",[],[],[],5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,3.0,
360ONE.NS,1161.0,47239.8331904,36.19047619047619,False,472398331904.0,1161.0,30.13,0.17672497968070777,,,0.6107,0.26455998,0.72869,161.977,2.4463604343997654,,,,,31381300000.0,0.23968855960451596,12161700000.0,0.22726457606551742,0.9481661387614911,38.533024,2.1803948751115043,4.7869773,20.423,0.47,1.54,1064218.0,6.2,-0.040000000000000036,"[8983200000.0, 8106800000.0, 8071300000.0, 6627800000.0, 7211200000.0]","[3305300000.0, 2887400000.0, 3272800000.0, 2846700000.0, 2496000000.0]","[8.13, 7.12, 8.08, 7.16, 6.38]","[-0.09755988957164485, -0.004379039818424024, -0.17884355680001984, 0.08802317511089663]","[-0.12643330408737485, 0.1334764840340792, -0.1301943290149108, -0.12319527874380864]","[-0.12423124231242322, 0.1348314606741572, -0.11386138613861385, -0.1089385474860336]","[1.6063799177473552, 1.5606486324279412]",[],"[2.1963897285234046, 2.1628026294692964, 2.442931477226652, 2.6355998949855604, 2.486113657195234]",4.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
3IINFOLTD.NS,27.47,569.7381376,37.142857142857146,False,5697381376.0,27.47,1.79,-0.6668662318285834,,,0.00298,0.04895,0.08748,16.298,12.200992555831265,,,,,6933600000.0,-0.01661878125901739,354600000.0,1.9580537058765808,-117.82173887234578,15.346369,,1.5409211,-115.571,-0.276,,2226591.0,,,"[1779400000.0, 1757800000.0, 1721400000.0, 1748900000.0, 1757800000.0]","[64600000.0, 72700000.0, 21400000.0, 184300000.0, 72700000.0]","[0.31, 0.34, 0.1, 1.03, 0.34]","[-0.01213892323255028, -0.020707702810331075, 0.015975368885790653, 0.005088913031048081]","[0.12538699690402466, -0.7056396148555708, 7.61214953271028, -0.6055344546934347]","[0.09677419354838723, -0.7058823529411764, 9.299999999999999, -0.6699029126213591]","[0.16152473896846634, 0.10652826260028171, 0.20695385818561002]",[],"[6.528301886792453, 5.604477611940299, 3.231707317073171, 49.15384615384615, 5.604477611940299]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,5.0,5.0,0.0,3.0,
3MINDIA.NS,35935.0,40481.030144,40.95238095238095,False,404810301440.0,35935.0,462.27,0.05013717848890953,0.289,0.19415002,0.19530001,0.10262,0.41862,9.6,21.738343771746695,2.182,1.419,4872312320.0,,50869500000.0,0.08731014093160283,5223200000.0,0.05014001763387421,0.574274844810444,77.735954,15.504652703421554,22.894571,39.834,0.273,0.44,3467.0,75.0,0.0,"[13992400000.0, 12280530000.0, 11959687000.0, 11982300000.0, 10899496000.0]","[2153400000.0, -620539000.0, 1776864000.0, 713700000.0, 1137660000.0]","[191.16, -55.09, 157.73, 63.36, 100.99]","[-0.12234284325776845, -0.026126152535761893, 0.0018907685460329837, -0.0903669579296128]","[-1.2881670846103837, -3.8634203490836194, -0.59833729536982, 0.5940311055065153]","[-1.288187905419544, -3.8631330550009073, -0.5983008939326697, 0.5939078282828283]","[0.09600429827786104, 0.0539019767126997]",[],"[73.83879093198992, 4.268574247094009, 112.6506855703759, 171.62121212121212, 56.229509371752144]",4.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,
5PAISA.NS,387.05,1814.4616448,28.57142857142857,False,18144616448.0,387.05,13.06,-0.006514842917410557,,,0.19328,0.14894,1.0,58.31,2.8226162443975826,,,,,1810179000.0,-0.08458139217285732,441855000.0,0.004709956446433239,-0.05568549210927617,29.636292,,1.8650045,,0.662,,44154.0,36.5,3.740000000000002,"[461551000.0, 495348000.0, 445514000.0, 443536000.0, 426755000.0]","[115694000.0, 108552000.0, 122996000.0, 115485000.0, 100666000.0]","[2.6, 3.47, 3.94, 3.7, 3.22]","[0.07322484405840313, -0.10060401980022127, -0.0044398155837975795, -0.03783458388947003]","[-0.06173180977405912, 0.13306065295895064, -0.06106702656996976, -0.1283196951985106]","[0.33461538461538454, 0.13544668587896247, -0.060913705583756306, -0.12972972972972974]","[0.5830959474400369, 0.3601737453656306]",[],"[2.827943629974087, 2.6015531067650595, 3.0130654490106545, 3.1287105592109783, 3.592382308787867]",5.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,
63MOONS.NS,867.4,3996.852224,43.80952380952381,False,39968522240.0,867.4,-4.89,0.11218038935638042,-0.0152,-0.05193,-0.63594,-0.10602,0.030989999,0.149,-25.214728295705434,11.277,9.925,-2795436032.0,,2106298000.0,-0.10077535593197451,-224337000.0,0.11214044173807292,-1.1127764392493942,,,1.125856,-7.618,0.688,0.14,2894115.0,45.63,0.0,"[1332411000.0, 266402000.0, 303264000.0, 135429000.0, 117466000.0]","[224976000.0, -197468000.0, 30101000.0, 109955000.0, -166791000.0]","[4.88, -4.29, 12.21, 2.39, -3.62]","[-0.8000601916375653, 0.138369832058318, -0.5534286957898069, -0.13263776591424292]","[-1.8777291800014224, -1.152434824883019, 2.652868675459287, -2.5169023691510164]","[-1.8790983606557377, -3.8461538461538463, -0.8042588042588042, -2.514644351464435]","[0.0015265915283996082, 0.0008341300476107256]",[],"[105.33539987600744, -90.85773074661964, 7.388759869948909, 66.7671176711767, -203.42223837209303]",5.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,
A2ZINFRA.NS,15.66,278.0,21.904761904761905,False,2780000000.0,15.66,0.25,,0.17871,0.00509,-0.046490002,0.01132,0.13741,301.806,2.041558971568494,0.835,0.221,-350804256.0,,3864379000.0,0.034113884928933746,43729000.0,,,62.64,,5.588865,40.422,0.048,,768868.0,27.92,-0.22999999999999687,"[922429000.0, 1089682000.0, 947155000.0, 905113000.0, 906559000.0]","[60023000.0, -6449000.0, -17333000.0, 7488000.0, 40127000.0]","[0.34, -0.04, -0.1, 0.04, 0.23]","[0.18131802014030352, -0.13079687468454104, -0.04438766622147383, 0.0015975905770881926]","[-1.1074421471769156, 1.6877035199255697, -1.432008307852074, 4.358840811965812]","[-1.1176470588235294, 1.5, -1.4, 4.75]","[1.9535469422075613, 2.0663286669759966, 2.0285723774520656]",[],"[4.022995677169214, 1.0866915172274834, 0.4855211200191456, 2.0761806273698724, 4.242297789221344]",5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
AAATECH.NS,94.54,121.2645632,22.857142857142858,False,1212645632.0,94.54,1.61,-0.10423803224601336,0.06677,0.02562,-0.30162,0.10123,0.49051997,,,18.862,7.506,-155164128.0,,203786000.0,-0.03953918315860683,20629000.0,-0.10405884292382339,2.631790406655683,58.720497,,3.9500294,72.477,0.323,1.53,37469.0,34.38,0.0,"[33768000.0, 47861000.0, 42443000.0, 105736000.0, 69374000.0]","[-3493000.0, 4444000.0, 8149000.0, 9975000.0, 5535000.0]","[-0.27, 0.35, 0.64, 0.78, 0.43]","[0.4173477848850984, -0.11320281648941732, 1.491247084324859, -0.34389422713172424]","[-2.272258803320928, 0.8337083708370836, 0.2240765738127377, -0.44511278195488724]","[-2.296296296296296, 0.8285714285714287, 0.21875, -0.4487179487179488]",[0.0],[],[],5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,
AADHARHFC.NS,502.0,21954.3240704,51.42857142857142,False,219543240704.0,502.0,25.78,0.25605387446165606,,,0.61723,0.48151,0.98473,255.574,2.0450453798752704,,,,,33874400000.0,0.21663461622270175,10958800000.0,0.26236786325380157,1.211107752899868,19.472458,0.7604828492027363,2.9004934,,0.395,,301195.0,64.66,-0.2400000000000091,"[9370400000.0, 9105600000.0, 8842600000.0, 8489500000.0, 8108800000.0]","[2823600000.0, 3109200000.0, 2812100000.0, 2664700000.0, 2372800000.0]","[6.47, 7.16, 6.49, 6.16, 5.5]","[-0.028259199180397876, -0.028883324547531175, -0.0399316942980571, -0.04484363036692385]","[0.10114747131321722, -0.09555512672069988, -0.05241634365776471, -0.10954328817502912]","[0.10664605873261213, -0.09357541899441335, -0.05084745762711862, -0.1071428571428572]","[2.485558070731704, 2.544817143039484, 2.5613837411668334]",[],[],4.0,4.0,5.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,
